nct_id,title,status,phase,start_date,completion_date,enrollment,sponsor_name,sponsor_type,outcome,primary_drug,all_drugs,intervention_type,disease,collection_date
NCT01092169,Prevalence Of Microalbuminuria Among Children Suffering From Sickle Cell Nephropathy and Sickle Cell/Beta-Thalassemia,UNKNOWN,,,,,Hillel Yaffe Medical Center,OTHER_GOV,Unknown,,,OTHER,sickle cell disease,2026-05-24T07:54:09.120536+00:00
NCT03573882,Study to Assess the Effect of Long-term Treatment With Voxelotor in Participants Who Have Completed Treatment in Study GBT440-031,TERMINATED,Phase 3,2018-06-06,2024-11-12,179,Pfizer,INDUSTRY,Failure,Voxelotor,Voxelotor,DRUG,sickle cell disease,2026-05-24T07:54:09.120536+00:00
NCT03978156,Dronabinol for Pain and Inflammation in Adults Living With Sickle Cell Disease,TERMINATED,Phase 1,2019-07-26,2021-01-01,6,Yale University,OTHER,Failure,Dronabinol 2.5 MG,Dronabinol 2.5 MG; Microcrystalline cellulose,DRUG,sickle cell disease,2026-05-24T07:54:09.120536+00:00
NCT07532564,"Risk Factors, Costs, and Impacts of ED Boarding",COMPLETED,,2022-01-01,2025-12-31,30486,"University of Maryland, Baltimore",OTHER,Success,,,,sickle cell disease,2026-05-24T07:54:09.120536+00:00
NCT01911871,Multicenter Observational Study on Myocardial Iron Overload in 3 Multitransfused Populations,COMPLETED,,2012-03,2015-03,110,Assistance Publique - Hôpitaux de Paris,OTHER,Success,,,BIOLOGICAL,sickle cell disease,2026-05-24T07:54:09.120536+00:00
NCT00009581,Nitric Oxide to Improve Blood Flow in Sickle Cell Disease,COMPLETED,Phase 2,2001-01,2003-01,65,National Institutes of Health Clinical Center (CC),NIH,Success,L-NMMA,L-NMMA; Acetylcholine,DRUG,sickle cell disease,2026-05-24T07:54:09.120536+00:00
NCT06581900,Study of Vitamin B12 Metabolism in Children With Sickle Cell Disease Exposed to MEOPA,RECRUITING,,2024-11-27,2026-12,29,CHU de Reims,OTHER,Ongoing,,,OTHER,sickle cell disease,2026-05-24T07:54:09.120536+00:00
NCT00639392,Phase 1 Study of Zoledronic Acid in Sickle Cell Disease,WITHDRAWN,Phase 1; Phase 2,2007-06,2008-05,0,Virginia Commonwealth University,OTHER,Failure,Placebo,Placebo; Zoledronic Acid,DRUG,sickle cell disease,2026-05-24T07:54:09.120536+00:00
NCT03977532,Study of a Red Blood Cell Deformability Parameter in Patients With Sickle Cell Disease,COMPLETED,NA,2018-09-14,2023-08-03,21,Assistance Publique Hopitaux De Marseille,OTHER,Success,,,OTHER,sickle cell disease,2026-05-24T07:54:09.120536+00:00
NCT00310830,Efficacy and Safety of Bosentan in Sickle Cell Disease (SCD) Patients With Pulmonary Arterial Hypertension (PAH),TERMINATED,Phase 3,2006-03,2007-08,14,Actelion,INDUSTRY,Failure,Bosentan,Bosentan,DRUG,sickle cell disease,2026-05-24T07:54:09.120536+00:00
NCT00113152,Heart Disease in Sickle Cell Anemia,COMPLETED,,2005-06-02,2007-10-02,120,National Institutes of Health Clinical Center (CC),NIH,Success,,,,sickle cell disease,2026-05-24T07:54:09.120536+00:00
NCT05153044,Severe Acute Respiratory Syndrome CoV 2 COVID-19 Survey and Vaccination Coverage in the Sickle Cell Population in Ile-De-France,UNKNOWN,NA,2021-12-30,2022-09-10,880,Assistance Publique - Hôpitaux de Paris,OTHER,Unknown,,,OTHER,sickle cell disease,2026-05-24T07:54:09.120536+00:00
NCT02522104,Evaluation of the Impact of Renal Function on the Pharmacokinetics of SIKLOS ® (DARH),COMPLETED,Phase 4,2015-09-03,2016-11-28,40,Theravia,INDUSTRY,Success,Siklos,Siklos,DRUG,sickle cell disease,2026-05-24T07:54:09.120536+00:00
NCT04264871,Is the Preoperative Preparation of Sickle Cell Patients Optimal: Assessment of Practices and Post-operative Complications,UNKNOWN,,2020-01-01,2020-06-30,250,Queen Fabiola Children's University Hospital,OTHER,Unknown,,,,sickle cell disease,2026-05-24T07:54:09.120536+00:00
NCT04400487,Actigraphy Improvement With Voxelotor (ActIVe) Study,COMPLETED,Phase 4,2020-12-21,2022-09-13,25,Pfizer,INDUSTRY,Success,Voxelotor,Voxelotor,DRUG,sickle cell disease,2026-05-24T07:54:09.120536+00:00
NCT01783093,Tricuspid Regurgitant Jet Velocity as an Independent Marker for Mortality in Sickle Cell Anemia,COMPLETED,,2009-12,2013-01,209,Namita Sood,OTHER,Success,,,OTHER,sickle cell disease,2026-05-24T07:54:09.120536+00:00
NCT05878704,Study of GBT021601 in Participants With Renal Impairment,TERMINATED,Phase 1,2023-06-29,2024-07-29,8,Pfizer,INDUSTRY,Failure,GBT021601,GBT021601,DRUG,sickle cell disease,2026-05-24T07:54:09.120536+00:00
NCT01771731,Vaporized Cannabis for Chronic Pain Associated With Sickle Cell Disease,COMPLETED,Phase 1; Phase 2,2014-08,2017-05-19,27,"University of California, San Francisco",OTHER,Success,Cannabis,Cannabis,DRUG,sickle cell disease,2026-05-24T07:54:09.120536+00:00
NCT01757418,Intravenous Gammaglobulin for Sickle Cell Pain Crises,COMPLETED,Phase 1; Phase 2,2008-11,2024-12-18,300,Albert Einstein College of Medicine,OTHER,Success,Immune Globulin Intravenous (IVIG),Immune Globulin Intravenous (IVIG),DRUG,sickle cell disease,2026-05-24T07:54:09.120536+00:00
NCT02972138,Vitamin D and Bisphosphonates in the Treatment of Sickle Cell Disease,COMPLETED,,2010-01,2017-09,80,Società Italiana Talassemie ed Emoglobinopatie,OTHER,Success,,,,sickle cell disease,2026-05-24T07:54:09.120536+00:00
NCT03786549,Pediatric -Adult Care Transition Program of Patients With Sickle Cell Disease,RECRUITING,NA,2019-01-16,2027-04-16,196,Hospices Civils de Lyon,OTHER,Ongoing,,,OTHER,sickle cell disease,2026-05-24T07:54:09.120536+00:00
NCT01242878,MACS Study - Microparticles and Coagulation in Sickle Cell Disease,UNKNOWN,,2010-12,,360,"University College, London",OTHER,Unknown,,,,sickle cell disease,2026-05-24T07:54:09.120536+00:00
NCT02672540,A Study of SANGUINATE for the Treatment of Vaso-occlusive Crisis (VOC) in Adult Sickle Cell Disease Patients,COMPLETED,Phase 2,2016-07,2017-05-31,34,Prolong Pharmaceuticals,INDUSTRY,Success,SANGUINATE 320 mg/kg,SANGUINATE 320 mg/kg; Normal Saline,DRUG,sickle cell disease,2026-05-24T07:54:09.120536+00:00
NCT03648710,Community Health Workers and mHealth for Sickle Cell Disease Care,COMPLETED,NA,2019-01-15,2024-08-31,405,Children's Hospital of Philadelphia,OTHER,Success,,,OTHER,sickle cell disease,2026-05-24T07:54:09.120536+00:00
NCT02973360,Dose-Finding Study of SC411 in Children With Sickle Cell Disease,UNKNOWN,Phase 2,2017-03-02,2022-01-02,68,Micelle BioPharma Inc,INDUSTRY,Unknown,Docosahexaenoic Acid,Docosahexaenoic Acid; Placebo,DRUG,sickle cell disease,2026-05-24T07:54:09.120536+00:00
NCT04536792,"A Study to Assess the Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of AG-946 in Healthy Volunteers and in Participants With Sickle Cell Disease",COMPLETED,Phase 1,2020-07-10,2023-12-19,122,"Agios Pharmaceuticals, Inc.",INDUSTRY,Success,AG-946,AG-946; AG-946 Matched Placebo,DRUG,sickle cell disease,2026-05-24T07:54:09.120536+00:00
NCT00972231,Iron Overload and Growth Velocity in Thalassemia and Sickle Cell Anemia,COMPLETED,,2009-01,2010-12,93,"HaEmek Medical Center, Israel",OTHER,Success,,,OTHER,sickle cell disease,2026-05-24T07:54:09.120536+00:00
NCT04053764,Study Exploring the Effect of Crizanlizumab on Kidney Function in Patients With Chronic Kidney Disease Caused by Sickle Cell Disease,COMPLETED,Phase 2,2019-12-10,2023-03-20,58,Novartis Pharmaceuticals,INDUSTRY,Success,Crizanlizuamb,Crizanlizuamb; Standard of Care,DRUG,sickle cell disease,2026-05-24T07:54:09.120536+00:00
NCT00957931,"Allo-HCT MUD for Non-malignant Red Blood Cell (RBC) Disorders: Sickle Cell, Thal, and DBA: Reduced Intensity Conditioning, Co-tx MSCs",COMPLETED,Phase 2,2009-03,2013-08,6,Stanford University,OTHER,Success,,,PROCEDURE,sickle cell disease,2026-05-24T07:54:09.120536+00:00
NCT03541980,Does IV Acetaminophen Reduce Opioid Requirement in Pediatric Patients With Acute Sickle Cell Crises?,COMPLETED,Phase 4,2018-02-20,2020-02-20,71,Newark Beth Israel Medical Center,OTHER,Success,Acetaminophen,Acetaminophen; Normal saline,DRUG,sickle cell disease,2026-05-24T07:54:09.120536+00:00
NCT01950429,Evaluation of Sickle Cell Liver Disease,COMPLETED,,2013-10-16,2019-06-11,42,National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),NIH,Success,,,,sickle cell disease,2026-05-24T07:54:09.120536+00:00
NCT02326597,Decision Aid for Therapeutic Options In Sickle Cell Disease,COMPLETED,NA,2015-01,2017-04-17,134,Emory University,OTHER,Success,,,OTHER,sickle cell disease,2026-05-24T07:54:09.120536+00:00
NCT06924970,"A Dose-Finding Study of Tebapivat to Assess Efficacy, and Safety in Participants With Sickle Cell Disease (SCD)",ACTIVE_NOT_RECRUITING,Phase 2,2025-05-01,2027-05,59,"Agios Pharmaceuticals, Inc.",INDUSTRY,Success,Tebapivat,Tebapivat; Tebapivat Matched Placebo,DRUG,sickle cell disease,2026-05-24T07:54:09.120536+00:00
NCT06031714,Fetal Cell Receptors Repertoire,RECRUITING,NA,2024-02-06,2027-02-01,160,Assistance Publique - Hôpitaux de Paris,OTHER,Ongoing,,,OTHER,sickle cell disease,2026-05-24T07:54:09.120536+00:00
NCT05289700,Hyperbaric-oxygen Therapy (HBOT) Versus Placebo for Treating Vaso-Occlusive Crisis (VOC) in Sickle Cell Disease (SCD),UNKNOWN,Phase 3,2022-09-15,2025-03-31,100,"University Hospital, Geneva",OTHER,Unknown,,,DEVICE,sickle cell disease,2026-05-24T07:54:09.120536+00:00
NCT06264700,Applying Directly Observed Therapy to Hydroxyurea to Realize Effectiveness,RECRUITING,NA,2024-07-11,2025-12,60,Nationwide Children's Hospital,OTHER,Ongoing,,,BEHAVIORAL,sickle cell disease,2026-05-24T07:54:09.120536+00:00
NCT03253211,Disseminating NIH Evidence Based Sickle Cell Recommendations in North Carolina,COMPLETED,,2018-11-06,2019-12-15,4392,Duke University,OTHER,Success,,,,sickle cell disease,2026-05-24T07:54:09.120536+00:00
NCT02162225,Study of Beet Juice for Patients With Sickle Cell Anemia,WITHDRAWN,Phase 2,2014-09,2019-04,0,Wake Forest University Health Sciences,OTHER,Failure,beet juice (Unbeetable),beet juice (Unbeetable),DRUG,sickle cell disease,2026-05-24T07:54:09.120536+00:00
NCT02274415,Immunogenicity Study of an Anti-pneumococcal Vaccination Strategy in Patients With Sickle Cells Disease,COMPLETED,Phase 2,2013-09-16,2019-04-10,116,Assistance Publique - Hôpitaux de Paris,OTHER,Success,,,BIOLOGICAL,sickle cell disease,2026-05-24T07:54:09.120536+00:00
NCT02022891,Systematic Psychological and Medical Care for Children With SCD,COMPLETED,,2013-01,2014-05,160,Fondation Ophtalmologique Adolphe de Rothschild,NETWORK,Success,,,BEHAVIORAL,sickle cell disease,2026-05-24T07:54:09.120536+00:00
NCT03006718,SCD-PROMIS: A Software Platform to Enhance Self-efficacy and Patient-provider Engagement for Patients With Sickle Cell Pain,COMPLETED,NA,2016-11,2019-09,150,Julia Finkel,OTHER,Success,,,OTHER,sickle cell disease,2026-05-24T07:54:09.120536+00:00
NCT05635266,Tissue Repository Providing Annotated Biospecimens for Approved Investigator-directed Biomedical Research Initiatives,RECRUITING,,2021-10-26,2025-10,20000,Sanguine Biosciences,INDUSTRY,Ongoing,,,DIAGNOSTIC_TEST,sickle cell disease,2026-05-24T07:54:09.120536+00:00
NCT04443907,Study of Safety and Efficacy of Genome-edited Hematopoietic Stem and Progenitor Cells in Sickle Cell Disease (SCD),TERMINATED,Phase 1,2020-08-25,2025-01-06,4,Novartis Pharmaceuticals,INDUSTRY,Failure,,,BIOLOGICAL,sickle cell disease,2026-05-24T07:54:09.120536+00:00
NCT06769139,Evaluation of the Impact of Red Blood Cell Exchange on Thrombo-inflammation in Sickle Cell Disease,NOT_YET_RECRUITING,,2025-01,2026-01,20,"University Hospital, Toulouse",OTHER,Ongoing,,,OTHER,sickle cell disease,2026-05-24T07:54:09.120536+00:00
NCT03964792,Safety and Efficacy of Gene Therapy of the Sickle Cell Disease by Transplantation of an Autologous CD34+ Enriched Cell Fraction That Contains CD34+ Cells Transduced ex Vivo With the GLOBE1 Lentiviral Vector Expressing the βAS3 Globin Gene in Patients With Sickle Cell Disease (DREPAGLOBE),COMPLETED,Phase 1; Phase 2,2019-11-12,2024-01-23,6,Assistance Publique - Hôpitaux de Paris,OTHER,Success,,,GENETIC,sickle cell disease,2026-05-24T07:54:09.120536+00:00
NCT06698120,Awake Prone Positioning for Severe Acute Chest Syndrome,NOT_YET_RECRUITING,NA,2026-01,2027-08,15,Assistance Publique - Hôpitaux de Paris,OTHER,Ongoing,,,PROCEDURE,sickle cell disease,2026-05-24T07:54:09.120536+00:00
NCT04691323,"The Longitudinal Relationship of HU Adherence to HRQOL, Barriers to Adherence and Habit in SCD.",ACTIVE_NOT_RECRUITING,NA,2021-03-02,2025-12-01,68,Ann & Robert H Lurie Children's Hospital of Chicago,OTHER,Success,,,OTHER,sickle cell disease,2026-05-24T07:54:09.120536+00:00
NCT05649280,Safety Evaluation of DREPADOM - Home Care Services and Hospitalizations for Sickle Cell Disease Patients,COMPLETED,,2021-02-01,2022-06-01,100,Soutien aux Actions contre les Maladies du Globule Rouge,OTHER,Success,,,,sickle cell disease,2026-05-24T07:54:09.120536+00:00
NCT05036512,A Study to Evaluate GBT021601 in Single and Multiple Doses in Healthy Participants,COMPLETED,Phase 1,2020-12-09,2023-02-07,129,Pfizer,INDUSTRY,Success,GBT021601,GBT021601,DRUG,sickle cell disease,2026-05-24T07:54:09.120536+00:00
NCT03119922,Quality of Care of Children With Sickle Cell Disease (SCD) Screened at Birth in France,COMPLETED,,2014-03,2016-03,1750,Assistance Publique - Hôpitaux de Paris,OTHER,Success,,,OTHER,sickle cell disease,2026-05-24T07:54:09.120536+00:00
NCT05848531,Clonidine With Morphine in Patient Controlled Analgesia Pump in Vaso-Occlusive Crisis in Sickle Cell Disease Patient,UNKNOWN,Phase 4,2023-04-25,2024-02-28,40,Centre Hospitalier Universitaire Saint Pierre,OTHER,Unknown,Clonidine,Clonidine,DRUG,sickle cell disease,2026-05-24T07:54:09.120536+00:00
NCT00000602,Pediatric Hydroxyurea in Sickle Cell Anemia (PED HUG),COMPLETED,Phase 2,1994-04,1997-03,,"National Heart, Lung, and Blood Institute (NHLBI)",NIH,Success,hydroxyurea,hydroxyurea,DRUG,sickle cell disease,2026-05-24T07:54:09.120536+00:00
NCT02458937,Functional Outcomes Following Hip Core Decompression in Younger Participants With Osteonecrosis,COMPLETED,,2015-06-05,2018-09-26,17,St. Jude Children's Research Hospital,OTHER,Success,,,OTHER,sickle cell disease,2026-05-24T07:54:09.120536+00:00
NCT05445128,Study of MGTA-145 and Plerixafor in Patients With Sickle Cell Disease,TERMINATED,Phase 2,2022-06-24,2023-02-02,1,Ensoma,INDUSTRY,Failure,Plerixafor,Plerixafor,BIOLOGICAL,sickle cell disease,2026-05-24T07:54:09.120536+00:00
NCT03985501,DREPAMASSE Study - Evaluation of a Newborn Screening for Sickle Cell Disease by Tandem Mass Spectrometry,COMPLETED,,2021-03-16,2022-12-10,1431,Hospices Civils de Lyon,OTHER,Success,,,OTHER,sickle cell disease,2026-05-24T07:54:09.120536+00:00
NCT05850156,Study of a Deformability Parameter of Red Blood Cell,NOT_YET_RECRUITING,,2023-09,2027-03,130,Assistance Publique Hopitaux De Marseille,OTHER,Ongoing,,,PROCEDURE,sickle cell disease,2026-05-24T07:54:09.120536+00:00
NCT03938324,Peer i-Coaching for Activated Self-Management Optimization in Adolescents and Young Adults With Chronic Conditions,COMPLETED,NA,2019-10-29,2024-06-19,222,Duke University,OTHER,Success,,,BEHAVIORAL,sickle cell disease,2026-05-24T07:54:09.120536+00:00
NCT04190888,Sickle Cell Uric Acid (SCUA) - Cohort Repository,COMPLETED,,2019-07-01,2021-12-31,78,Virginia Commonwealth University,OTHER,Success,,,OTHER,sickle cell disease,2026-05-24T07:54:09.120536+00:00
NCT03291613,Gaming Technology to Engage Adolescent Sickle Cell Patients in Pain Management,COMPLETED,NA,2017-01-15,2017-09-30,13,"Klein Buendel, Inc.",INDUSTRY,Success,,,OTHER,sickle cell disease,2026-05-24T07:54:09.120536+00:00
NCT01041339,ST Elevation in Acute Chest Pain; Could Measurement of Lipoprotein-associated Phospholipase A2 (Lp-PLA2) be Helpful to the Clinician?,COMPLETED,,2010-01,2012-01,40,Alexhander Izhaki,OTHER_GOV,Success,,,,sickle cell disease,2026-05-24T07:54:09.120536+00:00
NCT01419977,Treatment of Sickle Cell Patients Hospitalized in Pain Crisis With Prophylactic Dose Low-molecular-weight Heparin (LMWH) Versus Placebo,COMPLETED,Phase 2,2011-05,2014-07,34,Duke University,OTHER,Success,Placebo,Placebo; Dalteparin,DRUG,sickle cell disease,2026-05-24T07:54:09.120536+00:00
NCT06930703,Cannabidiol in Sickle Cell Disease,RECRUITING,Phase 1; Phase 2,2025-04-03,2027-02-01,52,Icahn School of Medicine at Mount Sinai,OTHER,Ongoing,Cannabidiol,Cannabidiol; Placebo,DRUG,sickle cell disease,2026-05-24T07:54:09.120536+00:00
NCT03477552,Transillumination Device for Peripheral Intravenous Placement in Patients With Sickle Cell Disease (PERFID),COMPLETED,NA,2018-03-30,2022-05-30,126,Assistance Publique - Hôpitaux de Paris,OTHER,Success,,,DEVICE,sickle cell disease,2026-05-24T07:54:09.120536+00:00
NCT01501643,Non Invasive Positive Pressure Ventilation for Prevention of Acute Chest Syndrome in Sickle Cell Disease,TERMINATED,NA,2011-11,2015-04,6,Assistance Publique - Hôpitaux de Paris,OTHER,Failure,,,DEVICE,sickle cell disease,2026-05-24T07:54:09.120536+00:00
NCT02466555,Music Therapy in Sickle Cell Transition Study,COMPLETED,NA,2015-06,2016-08,30,University Hospitals Cleveland Medical Center,OTHER,Success,,,BEHAVIORAL,sickle cell disease,2026-05-24T07:54:09.120536+00:00
NCT03285178,"A Study of the Effect of IW-1701 (Olinciguat), a Stimulator of Soluble Guanylate Cyclase (sGC), on Patients With Sickle Cell Disease (SCD)",COMPLETED,Phase 2,2017-12-22,2020-07-22,88,Cyclerion Therapeutics,INDUSTRY,Success,IW-1701,IW-1701; Placebo,DRUG,sickle cell disease,2026-05-24T07:54:09.120536+00:00
NCT01319552,Fresh Versus Old Red Blood Cells for Transfusion,COMPLETED,NA,2008-12,2010-10,14,Columbia University,OTHER,Success,,,PROCEDURE,sickle cell disease,2026-05-24T07:54:09.120536+00:00
NCT02769845,SACRED A Prospective Research Study to Reduce Stroke in Children With Sickle Cell Anemia,COMPLETED,NA,2016-03-16,2022-10-01,283,"Children's Hospital Medical Center, Cincinnati",OTHER,Success,Hydroxyurea,Hydroxyurea,DRUG,sickle cell disease,2026-05-24T07:54:09.120536+00:00
NCT03556657,MUSic Therapy to Improve Quality Of Life in Sickle Cell Disease (MUSIQOLS),COMPLETED,NA,2018-08-27,2018-12-30,24,University Hospitals Cleveland Medical Center,OTHER,Success,,,OTHER,sickle cell disease,2026-05-24T07:54:09.120536+00:00
NCT05883254,"Pumilio1 (PUM1) Expression, Sickle Cell Anemia, β-thalassemia Intermedia",NOT_YET_RECRUITING,,2023-08,2027-12,80,Assiut University,OTHER,Ongoing,,,DIAGNOSTIC_TEST,sickle cell disease,2026-05-24T07:54:09.120536+00:00
NCT00012545,Collection and Storage of Umbilical Cord Stem Cells for Treatment of Sickle Cell Disease,COMPLETED,,2001-11-01,2023-10-17,307,"National Heart, Lung, and Blood Institute (NHLBI)",NIH,Success,,,,sickle cell disease,2026-05-24T07:54:09.120536+00:00
NCT00528203,Establishing a Repository of Blood and DNA Samples From People With Sickle Cell Disease (Comprehensive Sickle Cell Centers Collaborative Genotype-Phenotype Database and Sample Repository),TERMINATED,,2007-08,2008-09,3640,"National Heart, Lung, and Blood Institute (NHLBI)",NIH,Failure,,,,sickle cell disease,2026-05-24T07:54:09.120536+00:00
NCT06561061,Zinc for Infection Prevention in Sickle Cell Anemia-2 (ZIPS-2),COMPLETED,Phase 2; Phase 3,2025-02-10,2025-11-07,100,Indiana University,OTHER,Success,zinc sulfate,zinc sulfate; Placebo,DRUG,sickle cell disease,2026-05-24T07:54:09.120536+00:00
NCT02594462,Contraception in Women With Sickle Cell Disease,COMPLETED,Phase 4,2015-01,2019-06,29,University of Sao Paulo,OTHER,Success,etonogestrel-releasing implant contraceptive,etonogestrel-releasing implant contraceptive,DRUG,sickle cell disease,2026-05-24T07:54:09.120536+00:00
NCT03128996,Reduced Intensity Conditioning and Familial HLA-Mismatched BMT for Non-Malignant Disorders,RECRUITING,Phase 1; Phase 2,2017-03-20,2033-04,29,Washington University School of Medicine,OTHER,Ongoing,RIC regimen,RIC regimen; GVHD prophylaxis regimen,DRUG,sickle cell disease,2026-05-24T07:54:09.120536+00:00
